"product_id","brand","name","current_image_url","source_url","status","reason","action_required"
"mkt-thomann-hd25","Sennheiser","HD 25","https://www.blue-music.de/out/pictures/master/product/1/product-detail-x2-desktop-HD-25-Isofront-RGB-01-1-736918.jpg","https://www.thomann.co.uk/sennheiser_hd_25.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-athm50x","Audio-Technica","ATH-M50X","https://www.audiotrends.com.au/cdn/shop/files/at-ath-m50x-1s.jpg?v=1737436339&width=1920","https://www.thomann.co.uk/audio_technica_ath_m50_x.htm","PASS","Missing or sourcing-drift image remediated with exact-model evidence; current strict image-quality workflow passed.","NONE"
"mkt-thomann-sm58","Shure","SM58 LC","https://www.beatboxentertainment.com/cdn/shop/products/sm58_front.jpg?v=1673798437&width=2048","https://www.thomann.co.uk/shure_sm58.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-sm57","Shure","SM57 LC","https://promusic.cl/cdn/shop/files/SM57_2_b22e3862-2138-4cf8-a70e-66418fff9a29.jpg?v=1765564417&width=2000","https://www.thomann.co.uk/shure_sm57_lc.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-e835","Sennheiser","e835","https://cdn11.bigcommerce.com/s-qzsvj0y9o3/images/stencil/1280x1280/products/64239/430631/YOTHER139968__51474.1726049688.jpg?c=1","https://www.thomann.co.uk/sennheiser_e835.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-hs5","Yamaha","HS5","https://www.musicworks.co.nz/content/products/yamaha-hs5-powered-studio-monitor-5-inch-hs5-0351048001710815370.jpg?canvas=1%3A1&width=2500","https://www.thomann.co.uk/yamaha_hs_5.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-t5v","ADAM Audio","T5V","https://www.adam-audio.com/content/uploads/2018/01/adam_audio_t5v_studio_monitor_black_web-1400x1567.jpg","https://www.thomann.co.uk/adam_t5v.htm","PASS","Missing or sourcing-drift image remediated with exact-model evidence; current strict image-quality workflow passed.","NONE"
"mkt-thomann-jbl305","JBL","305P MKII","https://cdn10.bigcommerce.com/s-31108/products/1079/images/19389/JBL_305P_MKII_A__41178.1593773189.1280.1280.jpg?c=2","https://www.thomann.co.uk/jbl_lsr_305p_mkii.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-eris35","PreSonus","Eris 3.5 2nd Gen","https://produtos.egitana.pt/presonus-eris-35-2nd-gen_652d136f6b2ef.jpg?v=2026-04-15+09%3A30%3A11","https://www.thomann.co.uk/presonus_eris_3.5_2nd_gen.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-sclive4","Denon DJ","SC Live 4","https://rubadub.co.uk/cdn/shop/products/SCLIVE4_Top_Web_1200x.jpg?v=1667396610","https://www.thomann.co.uk/denon_dj_sc_live_4.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-mixstream","Numark","Mixstream Pro+","https://westenddj.co.uk/cdn/shop/products/mixstream-pro-plus-top.jpg?v=1700694486&width=1024","https://www.thomann.co.uk/numark_mixstream_pro_559714.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-sl1210mk7","Technics","SL-1210MK7","https://a.storyblok.com/f/49568/4102x4102/b654e8affd/tps_1335_479661_december138002-479661n.jpg/m/1600x0/filters%3Aquality%2890%29","https://www.thomann.co.uk/technics_sl_1210_mk_7.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
"mkt-thomann-ts412","Alto Professional","TS412","https://static.sonovente.com/img/library/zoom/84/optim/84763_1.jpg","https://www.thomann.co.uk/alto_ts_412.htm","PASS","Existing researched exact-product image preserved; current strict image-quality workflow passed and no missing-image/duplicate-wrong-product flag was found.","NONE"
